departamento,codigodanedepartamento,municipio,codigodanemunicipio,anio,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje
ANTIOQUIA,5,SAN RAFAEL,5667,2017,4,Comunidades,5368,0,0,0,0,THE HALO TRUST,0,0,1
CALDAS,17,PENSILVANIA,17541,2018,2,Comunidades,0,0,0,0,0,BRDEH,5,0,0
SANTANDER,68,MATANZA,68444,2018,3,Comunidades,0,0,0,0,0,BRDEH,6,0,0
PUTUMAYO,86,VILLAGARZON,86885,2018,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0
AMAZONAS,91,TARAPACA,91798,2006,11,Bases Militares,0,0,0,0,0,BRDEH,0,0,0
BOYACA,15,PAUNA,15531,2018,1,Comunidades,0,0,0,0,0,BRDEH,3,0,0
TOLIMA,73,CHAPARRAL,73168,2019,3,Comunidades,967,0,0,0,0,THE HALO TRUST,0,0,1
SANTANDER,68,EL CARMEN,68235,2011,9,Comunidades,1521,1,0,0,1,BRDEH,0,1,1
SANTANDER,68,SIMACOTA,68745,2019,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CALDAS,17,SAMANA,17662,2015,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,PUERTO RICO,18592,2018,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CUNDINAMARCA,25,MEDINA,25438,2018,8,Comunidades,0,0,0,0,0,BRDEH,6,0,0
SANTANDER,68,SURATA,68780,2018,8,Comunidades,0,0,0,0,0,BRDEH,6,0,0
PUTUMAYO,86,VILLAGARZON,86885,2018,5,Comunidades,3473,1,1,0,2,BRDEH,12,0,1
PUTUMAYO,86,VILLAGARZON,86885,2018,9,Comunidades,1527,0,0,0,0,BRDEH,0,1,0
CALDAS,17,AGUADAS,17013,2019,5,Comunidades,0,0,0,0,0,BRDEH,4,0,0
META,50,PUERTO LLERAS,50577,2018,11,Comunidades,0,0,0,1,1,AYUDA POPULAR NORUEGA,4,0,0
CAQUETA,18,FLORENCIA,18001,2017,6,Comunidades,0,0,2,10,12,BRDEH,5,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2011,11,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,CONCEPCION,5206,2018,8,Comunidades,8426,0,0,0,0,BRDEH,0,1,0
TOLIMA,73,ROVIRA,73624,2018,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,SAN JUAN NEPOMUCENO,13657,2016,8,Comunidades,0,0,0,0,0,ARMADA NACIONAL,3,0,0
CAUCA,19,BALBOA,19075,2018,9,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
CUNDINAMARCA,25,MEDINA,25438,2018,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2017,8,Comunidades,21887,0,0,0,0,BRDEH,0,4,1
CUNDINAMARCA,25,GUADUAS,25320,2018,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0
TOLIMA,73,RONCESVALLES,73622,2019,2,Comunidades,2845,0,0,0,0,BRDEH,0,1,0
BOLIVAR,13,SAN JACINTO,13654,2016,3,Comunidades,0,3,1,0,4,ARMADA NACIONAL,3,0,0
CALDAS,17,SAMANA,17662,2017,9,Comunidades,4107,0,0,0,0,BRDEH,12,1,0
SUCRE,70,OVEJAS,70508,2018,11,Comunidades,1665,0,0,0,0,ARMADA NACIONAL,1,0,1
VALLE DEL CAUCA,76,LA CUMBRE,76377,2017,12,Comunidades,0,0,0,0,0,BRDEH,2,0,0
HUILA,41,ISNOS,41359,2018,8,Comunidades,0,0,0,0,0,BRDEH,9,0,0
ANTIOQUIA,5,COCORNA,5197,2015,8,Comunidades,0,1,0,0,1,BRDEH,2,0,0
CAUCA,19,CALOTO,19142,2019,1,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
CALDAS,17,PENSILVANIA,17541,2018,3,Comunidades,0,0,0,0,0,BRDEH,4,0,0
ANTIOQUIA,5,GUATAPE,5321,2016,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CALDAS,17,SAMANA,17662,2016,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2012,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SANTANDER,68,EL CARMEN,68235,2012,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2018,9,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
META,50,LEJANIAS,50400,2018,11,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
CALDAS,17,RISARALDA,17616,2019,3,Comunidades,0,0,0,0,0,BRDEH,5,0,0
NARINO,52,CaRDOBA,52215,2019,4,Comunidades,0,0,0,0,0,THE HALO TRUST,3,0,0
SANTANDER,68,EL CARMEN,68235,2013,10,Comunidades,2821,4,0,0,4,BRDEH,3,0,1
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2017,10,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
CAQUETA,18,EL DONCELLO,18247,2019,5,Comunidades,1052,0,0,0,0,BRDEH,1,1,0
HUILA,41,GARZON,41298,2018,7,Comunidades,0,0,0,0,0,BRDEH,8,0,0
TOLIMA,73,RIOBLANCO,73616,2017,8,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
ANTIOQUIA,5,GRANADA,5313,2010,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,MONTANITA,18410,2018,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2019,3,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,5,Comunidades,11318,5,1,0,6,BRDEH,8,1,1
QUINDIO,63,PIJAO,63548,2018,9,Comunidades,0,0,0,0,0,BRDEH,8,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2015,1,Comunidades,0,0,0,0,0,THE HALO TRUST,5,0,0
ANTIOQUIA,5,SAN LUIS,5660,2016,10,Comunidades,0,0,0,0,0,BRDEH,4,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2016,4,Comunidades,0,0,0,0,0,THE HALO TRUST,9,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2012,8,Comunidades,1036,8,0,0,8,BRDEH,0,0,1
MAGDALENA,47,SANTA MARTA,47001,2017,7,Comunidades,0,0,0,0,0,BRDEH,4,0,0
SANTANDER,68,EL CARMEN,68235,2013,3,Comunidades,4071,5,0,0,5,BRDEH,3,3,2
ANTIOQUIA,5,NARINO,5483,2015,6,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2016,4,Comunidades,0,0,3,0,3,ARMADA NACIONAL,8,0,0
TOLIMA,73,PLANADAS,73555,2018,8,Comunidades,9986,0,0,2,2,BRDEH,0,0,1
ANTIOQUIA,5,SAN RAFAEL,5667,2015,8,Comunidades,0,0,0,0,0,THE HALO TRUST,6,0,0
SUCRE,70,SUCRE,70771,2019,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,4,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
PUTUMAYO,86,VILLAGARZON,86885,2019,4,Comunidades,3968,0,0,0,0,BRDEH,0,1,0
CAQUETA,18,BELEN DE LOS ANDAQUIES,18094,2018,3,Comunidades,0,0,0,0,0,BRDEH,4,0,0
ANTIOQUIA,5,PENOL,5541,2017,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0
PUTUMAYO,86,VILLAGARZON,86885,2018,10,Comunidades,22206,0,0,0,0,BRDEH,0,2,0
TOLIMA,73,RIOBLANCO,73616,2018,7,Comunidades,0,0,12,0,12,THE HALO TRUST,10,0,0
CAQUETA,18,EL DONCELLO,18247,2018,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2019,5,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2012,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
TOLIMA,73,PLANADAS,73555,2018,2,Comunidades,13450,0,0,0,0,THE HALO TRUST,8,0,2
BOLIVAR,13,ZAMBRANO,13894,2016,10,Comunidades,787,0,0,0,0,ARMADA NACIONAL,2,0,2
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2017,10,Comunidades,18501,0,0,0,0,BRDEH,0,1,1
TOLIMA,73,PLANADAS,73555,2019,4,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,PLANADAS,73555,2018,8,Comunidades,0,0,0,0,0,THE HALO TRUST,6,0,0
BOYACA,15,PAEZ,15514,2018,5,Comunidades,0,0,0,0,0,BRDEH,5,0,0
ANTIOQUIA,5,COCORNA,5197,2014,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2017,10,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
META,50,VISTAHERMOSA,50711,2016,12,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,1,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2016,7,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CAQUETA,18,EL PAUJIL,18256,2019,5,Comunidades,0,0,0,0,0,BRDEH,4,0,0
CAQUETA,18,SAN JOSE DEL FRAGUA,18610,2017,11,Comunidades,0,8,0,0,8,BRDEH,5,0,0
TOLIMA,73,CHAPARRAL,73168,2017,10,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,CHAPARRAL,73168,2018,8,Comunidades,3051,1,3,1,5,BRDEH,0,0,1
TOLIMA,73,PLANADAS,73555,2017,10,Comunidades,0,0,0,0,0,THE HALO TRUST,6,0,0
HUILA,41,TELLO,41799,2017,9,Comunidades,0,1,0,0,1,BRDEH,1,0,0
BOLIVAR,13,ZAMBRANO,13894,2019,3,Comunidades,35,0,0,0,0,ARMADA NACIONAL,0,0,1
SANTANDER,68,SABANA DE TORRES,68655,2017,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CHOCO,27,QUIBDO,27001,2018,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,SAN VICENTE,5674,2017,11,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CALDAS,17,SAMANA,17662,2015,3,Comunidades,920,1,0,0,1,BRDEH,5,1,0
META,50,PUERTO RICO,50590,2018,10,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,GRANADA,5313,2016,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
PUTUMAYO,86,ORITO,86320,2019,6,Comunidades,2308,6,0,0,6,BRDEH,6,0,1
ANTIOQUIA,5,SAN RAFAEL,5667,2018,11,Comunidades,5877,7,0,0,7,THE HALO TRUST,0,0,3
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,6,Comunidades,2847,0,0,0,0,BRDEH,2,1,0
ANTIOQUIA,5,SAN LUIS,5660,2019,5,Comunidades,13503,4,0,0,4,BRDEH,0,0,1
SANTANDER,68,LEBRIJA,68406,2018,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SUCRE,70,LOS PALMITOS,70418,2019,6,Comunidades,0,0,0,0,0,ARMADA NACIONAL,2,0,0
PUTUMAYO,86,PUERTO ASIS,86568,2018,7,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
ANTIOQUIA,5,BRICENO,5107,2018,6,Comunidades,4324,12,0,0,12,BRDEH,0,0,1
CAUCA,19,CALOTO,19142,2018,8,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,VILLAHERMOSA,73870,2018,9,Comunidades,0,0,0,0,0,BRDEH,24,0,0
TOLIMA,73,RIOBLANCO,73616,2018,8,Comunidades,0,0,0,0,0,THE HALO TRUST,7,0,0
CAQUETA,18,MILAN,18460,2019,3,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,0,0,0
META,50,EL DORADO,50270,2010,10,Comunidades,0,0,0,0,0,BRDEH,2,0,0
VALLE DEL CAUCA,76,FLORIDA,76275,2018,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0
META,50,EL DORADO,50270,2011,9,Comunidades,6190,0,0,0,0,BRDEH,8,1,0
ANTIOQUIA,5,TAMESIS,5789,2018,6,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,8,Comunidades,7319,0,0,0,0,BRDEH,1,3,0
BOLIVAR,13,ZAMBRANO,13894,2018,8,Comunidades,7921,0,0,0,0,ARMADA NACIONAL,0,0,1
HUILA,41,SUAZA,41770,2018,5,Comunidades,0,0,0,0,0,BRDEH,6,0,0
META,50,MESETAS,50330,2018,10,Comunidades,0,0,1,0,1,THE HALO TRUST,2,0,0
ANTIOQUIA,5,SONSON,5756,2015,5,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2015,11,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
ANTIOQUIA,5,LA UNION,5400,2015,9,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
ANTIOQUIA,5,CONCEPCION,5206,2017,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2019,3,Comunidades,1956,0,0,0,0,THE HALO TRUST,0,0,1
BOLIVAR,13,ZAMBRANO,13894,2016,6,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
CAUCA,19,SILVIA,19743,2019,7,Comunidades,0,0,1,0,1,BRDEH,8,0,0
VALLE DEL CAUCA,76,FLORIDA,76275,2017,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0
PUTUMAYO,86,PUERTO LEGUIZAMO,86573,2018,6,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
TOLIMA,73,CHAPARRAL,73168,2018,10,Comunidades,28176,3,0,3,6,BRDEH,0,0,3
CALDAS,17,SAMANA,17662,2014,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,GRANADA,5313,2011,12,Comunidades,2100,0,0,0,0,BRDEH,0,1,0
BOLIVAR,13,ZAMBRANO,13894,2011,10,Comunidades,2070,0,0,0,0,BRDEH,5,1,0
CALDAS,17,SAMANA,17662,2011,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN LUIS,5660,2017,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
AMAZONAS,91,TARAPACA,91798,2009,3,Bases Militares,3781,476,0,0,476,BRDEH,0,0,1
GUAVIARE,95,SAN JOSE DEL GUAVIARE,95001,2007,4,Bases Militares,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,BELEN DE LOS ANDAQUIES,18094,2019,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
PUTUMAYO,86,ORITO,86320,2019,7,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CALDAS,17,SAMANA,17662,2017,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,EL CARMEN,68235,2015,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
HUILA,41,SANTA MARIA,41676,2018,8,Comunidades,0,0,0,0,0,BRDEH,9,0,0
ANTIOQUIA,5,COCORNA,5197,2014,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CALDAS,17,SAMANA,17662,2011,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,LEJANIAS,50400,2018,12,Comunidades,3440,3,2,0,5,THE HALO TRUST,0,0,1
CALDAS,17,PENSILVANIA,17541,2019,6,Comunidades,8347,0,0,0,0,BRDEH,2,1,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,2,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
ANTIOQUIA,5,SAN LUIS,5660,2016,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0
NARINO,52,IPIALES,52356,2018,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CALDAS,17,NORCASIA,17495,2019,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2013,4,Comunidades,0,0,0,0,0,BRDEH,3,0,0
HUILA,41,NEIVA,41001,2018,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,GRANADA,5313,2014,12,Comunidades,26137,3,0,0,3,BRDEH,0,4,1
VALLE DEL CAUCA,76,TULUA,76834,2018,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0
BOLIVAR,13,SAN JACINTO,13654,2019,6,Comunidades,3525,0,0,0,0,ARMADA NACIONAL,0,0,1
SANTANDER,68,EL CARMEN,68235,2014,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SONSON,5756,2014,11,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
ANTIOQUIA,5,SAN ANDRES,5647,2017,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2017,3,Comunidades,461,0,0,0,0,ARMADA NACIONAL,0,0,1
META,50,SAN JUAN DE ARAMA,50683,2016,9,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
CALDAS,17,SAMANA,17662,2016,7,Comunidades,11025,9,0,0,9,BRDEH,14,2,2
CAUCA,19,BOLIVAR,19100,2019,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0
HUILA,41,BARAYA,41078,2017,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2018,10,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,0,0,0
CALDAS,17,SAMANA,17662,2013,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,PUERTO RICO,18592,2018,5,Comunidades,6791,4,0,0,4,BRDEH,3,1,1
TOLIMA,73,CHAPARRAL,73168,2010,7,Comunidades,14962,0,1,0,1,BRDEH,0,1,0
TOLIMA,73,CHAPARRAL,73168,2009,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,EL CARMEN,68235,2014,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2017,10,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
BOLIVAR,13,ZAMBRANO,13894,2010,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SONSON,5756,2015,11,Comunidades,736,0,0,0,0,THE HALO TRUST,0,0,1
META,50,EL DORADO,50270,2011,11,Comunidades,4608,3,0,0,3,BRDEH,1,2,2
CAQUETA,18,BELEN DE LOS ANDAQUIES,18094,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0
TOLIMA,73,CHAPARRAL,73168,2019,5,Comunidades,6457,0,0,0,0,BRDEH,0,1,1
ANTIOQUIA,5,SAN FRANCISCO,5652,2008,5,Comunidades,8707,11,2,0,13,BRDEH,0,0,1
META,50,VISTAHERMOSA,50711,2017,10,Comunidades,12655,2,0,1,3,BRDEH,0,0,1
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2017,11,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2018,9,Comunidades,668,5,0,0,5,THE HALO TRUST,0,0,1
HUILA,41,LA PLATA,41396,2018,11,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,GRANADA,5313,2011,8,Comunidades,3648,4,0,0,4,BRDEH,1,3,1
ANTIOQUIA,5,GUATAPE,5321,2016,3,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CALDAS,17,SAMANA,17662,2017,8,Comunidades,11484,0,0,0,0,BRDEH,14,1,0
META,50,VISTAHERMOSA,50711,2017,2,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,0,0,0
META,50,LEJANIAS,50400,2019,2,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,ATACO,73067,2016,9,Comunidades,1581,0,0,0,0,THE HALO TRUST,10,1,0
MAGDALENA,47,ARACATACA,47053,2017,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0
PUTUMAYO,86,VILLAGARZON,86885,2018,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOGOTA DC,11,BogotA DC,11001,2018,11,Comunidades,0,0,0,0,0,ATEXX,1,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2017,11,Comunidades,5500,0,0,0,0,THE HALO TRUST,3,1,0
META,50,VISTAHERMOSA,50711,2017,6,Comunidades,0,0,0,4,4,HANDICAP INTERNATIONAL,2,0,0
CALDAS,17,SAMANA,17662,2012,8,Comunidades,1404,6,1,0,7,BRDEH,12,2,2
ANTIOQUIA,5,SAN RAFAEL,5667,2015,6,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,SONSON,5756,2014,3,Comunidades,0,0,0,0,0,THE HALO TRUST,3,0,0
CALDAS,17,LA DORADA,17380,2019,3,Comunidades,0,0,0,0,0,BRDEH,11,0,0
META,50,EL DORADO,50270,2011,8,Comunidades,8500,0,0,0,0,BRDEH,0,1,0
SANTANDER,68,SABANA DE TORRES,68655,2016,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SONSON,5756,2016,2,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,COCORNA,5197,2014,9,Comunidades,2914,0,0,0,0,BRDEH,0,1,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,4,Comunidades,12575,3,0,0,3,BRDEH,0,0,1
ANTIOQUIA,5,SONSON,5756,2015,4,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2011,8,Comunidades,13718,0,0,0,0,BRDEH,44,3,0
ANTIOQUIA,5,SAN JOSE DE LA MONTANA,5658,2019,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
TOLIMA,73,PLANADAS,73555,2018,11,Comunidades,4108,0,0,0,0,THE HALO TRUST,1,0,1
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2017,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2015,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,SANTA ROSA,13683,2017,2,Comunidades,0,0,0,0,0,ARMADA NACIONAL,18,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2011,6,Comunidades,4953,1,0,0,1,BRDEH,85,2,1
NARINO,52,IPIALES,52356,2019,4,Comunidades,10852,0,0,0,0,BRDEH,1,1,0
ANTIOQUIA,5,SAN LUIS,5660,2019,3,Comunidades,6447,0,0,0,0,BRDEH,0,1,0
CAUCA,19,CALOTO,19142,2017,3,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
CALDAS,17,SAMANA,17662,2019,2,Comunidades,3311,1,0,0,1,BRDEH,0,0,1
ANTIOQUIA,5,COCORNA,5197,2016,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,EL DORADO,50270,2011,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAUCA,19,CALOTO,19142,2019,4,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,2,0,0
VALLE DEL CAUCA,76,TULUA,76834,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,GRANADA,5313,2015,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,VISTAHERMOSA,50711,2017,12,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,6,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
CAUCA,19,CORINTO,19212,2018,3,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
ANTIOQUIA,5,MONTEBELLO,5467,2019,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CESAR,20,LA PAZ,20621,2019,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CAQUETA,18,MILAN,18460,2019,2,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,1,0,0
ANTIOQUIA,5,SANTO DOMINGO,5690,2018,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2019,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,10,Comunidades,7082,13,1,0,14,BRDEH,7,1,2
VALLE DEL CAUCA,76,FLORIDA,76275,2018,6,Comunidades,9365,1,0,0,1,BRDEH,0,0,1
CAQUETA,18,PUERTO RICO,18592,2018,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0
TOLIMA,73,PLANADAS,73555,2017,2,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
VALLE DEL CAUCA,76,RIOFRIO,76616,2019,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0
HUILA,41,BARAYA,41078,2017,5,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,COCORNA,5197,2015,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
HUILA,41,LA PLATA,41396,2019,2,Comunidades,0,0,0,0,0,BRDEH,12,0,0
CAQUETA,18,MILAN,18460,2019,5,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,0,0,0
META,50,MESETAS,50330,2018,2,Comunidades,0,0,0,0,0,THE HALO TRUST,3,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2014,5,Comunidades,1500,1,2,0,3,BRDEH,14,0,1
ANTIOQUIA,5,NARINO,5483,2014,9,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
VALLE DEL CAUCA,76,FLORIDA,76275,2017,12,Comunidades,0,0,0,0,0,BRDEH,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,4,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,CONCEPCION,5206,2019,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,EL DORADO,50270,2010,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0
VALLE DEL CAUCA,76,FLORIDA,76275,2018,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2019,2,Comunidades,469,2,0,0,2,ARMADA NACIONAL,2,0,1
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2017,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SANTANDER,68,CIMITARRA,68190,2019,3,Comunidades,0,0,0,0,0,BRDEH,5,0,0
SANTANDER,68,EL CARMEN,68235,2010,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2010,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
